Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4470772,,None,411.46,1,5.15,7b,COc1ccccc1/C=C/c1nc(NCc2ccc3c(c2)OCO3)c2ccccc2n1,Inhibition,'=',35,%,,,,UO_0000187,,,,,0,CHEMBL4412226,Inhibition of CSK (unknown origin) at 0.5 uM preincubated for 10 mins followed by substrate addition and measured after 1 hr by ADP-Glo luminescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4411283,1,Scientific Literature,Eur J Med Chem,2019,None,,,,35
CHEMBL1909368,GW683134A,None,575.91,2,7,GW683134A,Cl.O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccco4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,Inhibition,'=',35.26,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,35.26
CHEMBL1909381,GW575808A,None,371.83,0,3.08,GW575808A,Cc1ccc(Nc2ccnc(Nc3cccc(C(N)=O)c3)n2)cc1O.Cl,Inhibition,'=',35.43,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,35.43
CHEMBL376027,,None,189.22,1,-1.92,L-ArgH,N=C(N)NCCC[C@H](N)C(=O)NO,Inhibition,'=',36,%,,,,UO_0000187,,,,,0,CHEMBL913333,Inhibition of CSK at 25 uM in presence of 12 mM MgCl2 and 0.2 mM CoCl2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1138212,1,Scientific Literature,J Med Chem,2006,None,,,,36
CHEMBL1092207,,None,278.31,0,3.1,6,COc1ccc(/C=C/c2nc3ccccc3c(=O)[nH]2)cc1,Inhibition,'=',36,%,,,,UO_0000187,,,,,0,CHEMBL4412226,Inhibition of CSK (unknown origin) at 0.5 uM preincubated for 10 mins followed by substrate addition and measured after 1 hr by ADP-Glo luminescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4411283,1,Scientific Literature,Eur J Med Chem,2019,None,,,,36
CHEMBL3353341,,None,506.61,1,4.27,3,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,Inhibition,'=',37,%,,,,UO_0000187,,,,,0,CHEMBL4430393,Inhibition of human CSK at 0.1 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4428091,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,37
CHEMBL4576121,,None,371.19,0,3.58,13,O=c1[nH]c(/C=C/c2cc3c(cc2Br)OCO3)nc2ccccc12,Inhibition,'=',37,%,,,,UO_0000187,,,,,0,CHEMBL4412226,Inhibition of CSK (unknown origin) at 0.5 uM preincubated for 10 mins followed by substrate addition and measured after 1 hr by ADP-Glo luminescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4411283,1,Scientific Literature,Eur J Med Chem,2019,None,,,,37
CHEMBL4445408,,None,293.28,0,3,14,O=c1[nH]c(/C=C/c2cccc([N+](=O)[O-])c2)nc2ccccc12,Inhibition,'=',37,%,,,,UO_0000187,,,,,0,CHEMBL4412226,Inhibition of CSK (unknown origin) at 0.5 uM preincubated for 10 mins followed by substrate addition and measured after 1 hr by ADP-Glo luminescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4411283,1,Scientific Literature,Eur J Med Chem,2019,None,,,,37
CHEMBL255427,,None,503.99,2,5.11,15,Cn1c2cc(OCCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,Inhibition,'=',39,%,,,,UO_0000187,,,,,0,CHEMBL949204,Inhibition of CSK at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1143190,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,39
CHEMBL1081312,,None,319.37,0,3.07,PP121,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,Inhibition,'=',39,%,,,,UO_0000187,,,,,0,CHEMBL1244397,Inhibition of CSK at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,39
CHEMBL4467948,,None,476.37,1,5.33,6,Cc1ccc(C(=O)Nc2ccc(Cl)cc2Cl)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,Inhibition,'=',39,%,,,,UO_0000187,,,,,0,CHEMBL4839579,Inhibition of human full length recombinant CSK at 500 nM by radiometric scintillation counting analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4837249,1,Scientific Literature,J Med Chem,2021,None,Dose = 500.0 nM,,,39
CHEMBL270021,,None,534.01,1,4.56,18,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)c(OCCCN3CCCC3)cc2n1CCO,Inhibition,'=',39,%,,,,UO_0000187,,,,,0,CHEMBL949204,Inhibition of CSK at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1143190,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,39
CHEMBL4476482,,None,397.43,1,5.28,6b,COc1ccccc1/C=C/c1nc(Nc2ccc3c(c2)OCO3)c2ccccc2n1,Inhibition,'=',39,%,,,,UO_0000187,,,,,0,CHEMBL4412226,Inhibition of CSK (unknown origin) at 0.5 uM preincubated for 10 mins followed by substrate addition and measured after 1 hr by ADP-Glo luminescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4411283,1,Scientific Literature,Eur J Med Chem,2019,None,,,,39
CHEMBL3808884,,None,562.55,2,6.04,6z,COC(=O)c1cc2cc(NCc3cc(NC(=O)c4cc(-n5cnc(C)c5)cc(C(F)(F)F)c4)ccc3C)cnc2[nH]1,Inhibition,'<',40,%,,,,UO_0000187,,,,,0,CHEMBL3811542,Inhibition of His-tagged full length human recombinant CSK expressed in Escherichia coli using Fluorescein-Poly GT as substrate at 100 nM,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL3808348,1,Scientific Literature,J Med Chem,2016,None,,,,40
CHEMBL217927,,None,132.16,0,-0.38,DL-NorvalH,CCCC(N)C(=O)NO,Inhibition,'=',40,%,,,,UO_0000187,,,,,0,CHEMBL913333,Inhibition of CSK at 25 uM in presence of 12 mM MgCl2 and 0.2 mM CoCl2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1138212,1,Scientific Literature,J Med Chem,2006,None,,,,40
CHEMBL588025,GW770249A,None,467.81,1,5.27,GW770249A,Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,Inhibition,'=',40.95,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,40.95
CHEMBL410261,,None,477.95,0,4.57,14,CN(C)CCCOc1cc2c(cc1O)c1c3c(c(-c4ccccc4Cl)cc1n2C)C(=O)NC3=O,Inhibition,'=',43,%,,,,UO_0000187,,,,,0,CHEMBL949204,Inhibition of CSK at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1143190,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,43
CHEMBL1909352,GW441806A,None,329.79,0,2.75,GW441806A,Cc1cc(O)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl,Inhibition,'=',43.39,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,43.39
CHEMBL1090672,,None,278.31,0,3.1,4,COc1ccccc1/C=C/c1nc2ccccc2c(=O)[nH]1,Inhibition,'=',44,%,,,,UO_0000187,,,,,0,CHEMBL4412226,Inhibition of CSK (unknown origin) at 0.5 uM preincubated for 10 mins followed by substrate addition and measured after 1 hr by ADP-Glo luminescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4411283,1,Scientific Literature,Eur J Med Chem,2019,None,,,,44
CHEMBL273564,GW795493X,None,413.36,1,5.13,GW795493X,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,Inhibition,'=',44.37,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,44.37
CHEMBL216796,,None,90.08,0,-1.55,GlyH,NCC(=O)NO,Inhibition,'=',45,%,,,,UO_0000187,,,,,0,CHEMBL913333,Inhibition of CSK at 25 uM in presence of 12 mM MgCl2 and 0.2 mM CoCl2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1138212,1,Scientific Literature,J Med Chem,2006,None,,,,45
CHEMBL471329,,None,472.89,0,3.85,69,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)ccc2n1CCCc1nnn[nH]1,Inhibition,'=',45,%,,,,UO_0000187,,,,,0,CHEMBL996958,Inhibition of CSK at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1156685,1,Scientific Literature,Eur J Med Chem,2008,None,,,,45
CHEMBL476124,CYCLAPOLIN 9,None,307.21,0,1.56,cyclapolin 9,NC(=O)c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-],Inhibition,'=',45,%,,,,UO_0000187,,,,,0,CHEMBL1228789,Inhibition of CSK at 100 uM relative to control,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1221191,1,Scientific Literature,Nat Chem Biol,2006,None,,,,45
CHEMBL480391,,None,423.52,0,4.11,9,CN1CCN(c2cccc3nc(-c4n[nH]c5cc(-c6ccc(N)cc6)ccc45)[nH]c23)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL942610,Inhibition of CSK at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1143269,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,50
CHEMBL3394102,,None,438.48,0,4.73,6i,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2C2CC2)ccn1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL3395920,Inhibition of CSK (unknown origin) at 5.5 uM by Caliper Mobility Shift Assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL3393036,1,Scientific Literature,J Med Chem,2015,None,,,,50
CHEMBL600852,,None,443.51,0,3.01,50,NC(=O)c1ccc(NC(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1,Inhibition,'>',50,%,,,,UO_0000187,,,,,0,CHEMBL1065755,Inhibition of CSK at 3 uM relative to control,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1157712,1,Scientific Literature,J Med Chem,2010,None,,,,50
CHEMBL1163518,,None,514.98,2,6.48,5k,O=C(c1ccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)cc1)N1CCCCC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168837,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,50
CHEMBL1164181,,None,469.42,0,4.63,5g,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3Cl)CCN4)cn2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168837,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,50
CHEMBL474619,,None,454.53,0,4.24,1,COc1cc(O)ccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL942610,Inhibition of CSK at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1143269,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,50
CHEMBL575741,,None,388.48,0,2,1A,c1ccc2c(c1)CC(Nc1nc(Nc3ccncc3)nc(N3CCNCC3)n1)C2,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1054421,Inhibition of CSK at 2 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1154592,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,50
CHEMBL1081678,,None,438.23,0,3.05,12r,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1cnc(CO)cn1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1102779,Inhibition of CSK at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1154277,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,50
CHEMBL2425652,,None,309.38,0,1.89,4,N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL2428003,Competitive binding affinity to CSK (unknown origin) at 10 uM in presence of ATP relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,50
CHEMBL4584949,,None,539.54,2,6.16,23a,Cn1cc(-c2ccc(F)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)nccc21,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL4376575,Inhibition of recombinant full length human His-tagged CSK at 1 uM using biotin as substrate preincubated for 5 mins followed by substrate addition and measured after 30 to 60 mins in presence of ATP by HTRF assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4373740,1,Scientific Literature,Eur J Med Chem,2020,None,,,,50
CHEMBL2425646,,None,308.38,0,3.14,12,O[C@H]1CC[C@H](Nc2nccc(-n3ccc4ccccc43)n2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL2428003,Competitive binding affinity to CSK (unknown origin) at 10 uM in presence of ATP relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,50
CHEMBL2425649,,None,407.48,0,2.04,8,O=C([C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1)N1CCOCC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL2428003,Competitive binding affinity to CSK (unknown origin) at 10 uM in presence of ATP relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,50
CHEMBL3394112,,None,558.63,1,4.03,6s,COC(Cn1c(SC2CCC(C(=O)O)CC2O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL3395920,Inhibition of CSK (unknown origin) at 5.5 uM by Caliper Mobility Shift Assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL3393036,1,Scientific Literature,J Med Chem,2015,None,,,,50
CHEMBL2425645,,None,309.37,0,2.53,11,O[C@H]1CC[C@H](Nc2nccc(-n3ncc4ccccc43)n2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL2428003,Competitive binding affinity to CSK (unknown origin) at 10 uM in presence of ATP relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,50
CHEMBL1163559,,None,584.09,2,6.55,5m,O=C(c1ccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)cc1)N1CCC(N2CCCC2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168837,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,50
CHEMBL1956070,,None,451.55,0,3.22,Ro-0505124,CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4ccc5c(c4)OCCO5)s3)cc2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1958835,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1955770,1,Scientific Literature,J Biol Chem,2006,None,,,,50
CHEMBL1163566,,None,488.95,0,4.66,5n,FC(F)(F)c1ccc(Cl)cc1CN1CCNc2ncc(-c3ccnc(N4CCNCC4)c3)cc21,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168837,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,50
CHEMBL493937,,None,338.41,0,2.38,1,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,Inhibition,'>',50,%,,,,UO_0000187,,,,,0,CHEMBL960133,Inhibition of CSK at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1153342,1,Scientific Literature,J Med Chem,2009,None,,,,50
CHEMBL1163510,,None,447.84,1,5.55,5j,O=C(O)c1ccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)cc1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168837,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,50
CHEMBL1163565,,None,530.98,1,4.92,5o,CC(=O)N1CCN(c2cc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)ccn2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168837,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,50
CHEMBL583194,,None,494.6,0,4.04,5u,c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)c1,Inhibition,'=',50,%,,,,UO_0000187,,,,,0,CHEMBL1049989,Inhibition of CSK at 2 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1154644,1,Scientific Literature,J Med Chem,2009,None,,,,50
CHEMBL604087,,None,445.52,0,3.53,18,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC,Inhibition,'>',50,%,,,,UO_0000187,,,,,0,CHEMBL1066179,Inhibition of CSK at 3 to 6 uM relative to control,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1157712,1,Scientific Literature,J Med Chem,2010,None,,,,50
CHEMBL1165499,,None,436.51,0,3.61,5d,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(F)ccc3F)CCN4)cn2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168837,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,50
CHEMBL1163567,,None,545.01,2,6.1,5l,COC1CCN(C(=O)c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cc2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168837,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,50
CHEMBL3264059,,None,419.47,0,3.15,10,N[C@H]1CC[C@H](Nc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL3267037,Inhibition of human CSK at 1 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL3259664,1,Scientific Literature,J Med Chem,2014,None,,,,50
CHEMBL2425644,,None,309.37,0,2.74,13,O[C@H]1CC[C@H](Nc2nccc(-c3n[nH]c4ccccc34)n2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL2428003,Competitive binding affinity to CSK (unknown origin) at 10 uM in presence of ATP relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,50
CHEMBL1164180,,None,502.97,1,5,5e,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cn2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168837,Inhibition of CSK at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,50
